| OTOMRO   |UNIVERSE| INPUTS                                                               =>    OUTPUTS                                                                            | NRG USED   | REACTION TYPE                | CHEMIST WALLET                             | initateReaction() TX HASH                                          | analyseReactions() TX HASH                                         |
|    37460*|bohr    |   Sr-2∙ +   Dz-7⁺ +   P-22⁺ +  Cl-27∙ +  Gy-67ª           +      600 => ⬇ Sr-2 + P-22 + Gy-67 + AsCl(As-7,Cl-27>)                                +     536.24 |      63.76 | metallic, decay              | 0xf6e39aed488043217d58d875ec83c597da844500 | 0xbd5947397a91af6419acb56d9b615cf43110a5794dec6e67c0159026d4406ff5 | 0xdd6825b63e64f8de0ae47df58dc027a7a415cc8d554893ab381ed7f7b3ee84b8 |
|    37461*|bohr    |   Sr-3∙ +  Xj-18∙ +  Nd-30ª +  Mt-34⁺ +  Mt-35∙           +      800 =>   MtSrXj(Mt-35,Sr-3>Xj-18) + MtNd(Mt-34>Nd-30)                           +     705.32 |      94.68 | chemical                     | 0x74f3cb26c4b5e3ce324c55b0e5f890129d63e28b | 0x7dcd322ed8683ebfcf1ad3a3520716aa4d137c18a40d8b9b82e723c04521d53a | 0x87177f83c748a770f8fbdeda00ca1c180564acde574c9a91f058f693e009961f |
|    37463*|bohr    |  Ct-15∙ +   T-17∙ +  Mt-34⁺                               +      500 =>   Ct-15 + T-17 + Mt-34                                                   +     475.00 |      25.00 | none                         | 0xf6e39aed488043217d58d875ec83c597da844500 | 0x82d027b08b14ff8b566cc1d1d80ccb543837ca4acb85f16799b4be2138ca9afb | 0xfa3a06034439068fe7888ff2f223e8c8f87ec80b1c24f67519977dfdcddf1555 |
|    37464*|bohr    |   Sr-2∙ +   L-51⁺                                         +     1500 =>   Ux-53                                                                  +     574.14 |     925.86 | nuclear                      | 0x72fe3c398c9a030b9b2be1fe1ff07701167571d4 | 0xb3f25e12aee2e30d0ca85ea574caa384dcf417d0de750a929faf5e9a016c62c4 | 0xf10c15b5db8d72733889edb72f08c237e07d236e55feaae10d204246b8bfaae6 |
|    37465*|bohr    |   As-6∙ +  Yv-72ª                                         +     3000 =>   D-78                                                                   +    1580.26 |    1419.74 | nuclear                      | 0x3ba3245300d0a4f0deb84073572a97ff09659f83 | 0xcfec43bac7484076f9b2402c658c7db31b8db7bdc791ef770591f1c1e7aa3ab6 | 0x9dc355a6878be943f2f9358c43f46a334d8e862aa0159ce13383dab2b4b5b81e |
|    37467*|bohr    |   Dz-7⁺ +  Vi-10⁺ +  Eb-21∙ +  Cl-26ª +  Nd-30ª           +       20 => ⬇ Dz-7 + Gj-10 + Eb-21 + Cl-26 + Nd-30                                   +      19.00 |       1.00 | decay                        | 0x2b24eec22866a0863067356b8ad6de9158b57e10 | 0xd4833aa843519fda8b5f2b392ee8ddb797643a662eac3ce28568d13ae82c4a4f | 0xc0a0fe5d9f025e7e407b85703bfa2ce7a7186a7ed75109ad8ffaa89eba5d080f |
|    37468*|bohr    |   Ei-5∙ +  Mt-34⁺                                         +        0 =>   Ei-5 + Mt-34                                                           +       0.00 |       0.00 | none                         | 0x3ba3245300d0a4f0deb84073572a97ff09659f83 | 0xb4d974a75dcd10fe774eaa8cafbae6015bc1708cf298ceb1f5c924c6e695a484 | 0x9dc355a6878be943f2f9358c43f46a334d8e862aa0159ce13383dab2b4b5b81e |
|    37469*|bohr    |   Sr-1∙ +  Yu-29∙                                         +     2000 =>   Nd-30                                                                  +    1164.20 |     835.80 | nuclear                      | 0x72fe3c398c9a030b9b2be1fe1ff07701167571d4 | 0xaf1efd1a36ed7ab52be3d0f785fe34fdfa5ff7cd48afd85793806836c0081e1a | 0x3fd265f9dfe5b3c82c6bc8e01fb4d03da025e847019dfb86fe8aba3bb3fe653c |
|    37470*|bohr    |   Dz-7⁺ +  Gj-10∙ +  Eb-21∙ +  Cl-26ª +  Nd-30ª           +       20 =>   Dz-7 + Gj-10 + Eb-21 + Cl-26 + Nd-30                                   +      19.00 |       1.00 | none                         | 0x2b24eec22866a0863067356b8ad6de9158b57e10 | 0x592dbfaf0a6e3dee86ff0d59ea7cc2960ea3e39f46154c10ae14c54ff893b108 | 0x0f6003b633af88123b18a8c7c3dd81ce0fb46a488f04df5419962d33eeaf5873 |
|    37471*|bohr    |  Gj-10∙ +  Vi-10⁺ +   P-22⁺ +  Cl-27∙ +  Yv-72ª           +      550 => ⬇ Gj-10 + Gj-10 + Eb-22 + Cl-27 + Yv-72                                  +     522.50 |      27.50 | decay                        | 0xf6e39aed488043217d58d875ec83c597da844500 | 0xaa5ac5cdb1806de0c5c7a41d0c5659127ec9f1d55d556300a07c48f08cf59ce3 | 0x9e4d0ba78b7c2185b3802128969b13aaf261bbf025742c13a5f4625bb2f7c351 |
|    37472*|bohr    |   Ei-5∙ +   T-17∙ +  Eb-22∙ +  Mt-34⁺ +  Yv-72ª           +      520 =>   Ei-5 + T-17 + Yv-72 + MtEb(Mt-34>Eb-22)                                +     467.43 |      52.57 | chemical                     | 0xf6e39aed488043217d58d875ec83c597da844500 | 0xc03910d3122aba4c5a5dfd2717a3054776d2f94c260cc107b3cc7a3867a7b9a3 | 0xe99ff15f8cf4d206a0295a2dbbaec18d62c759dba4af0ed8107c624159019dd1 |
|    37473*|bohr    |   T-16∙ +  Xj-18∙ +  Nd-30ª +  Mt-35∙ +   L-51⁺           +       20 =>   T-16 + Xj-18 + Nd-30 + Mt-35 + L-51                                    +      19.00 |       1.00 | none                         | 0x2b24eec22866a0863067356b8ad6de9158b57e10 | 0xa45151c5399800a0ca912474468f3a0922a8aea48d0a0c20195639aae048dc49 | 0x20f9867e78bb36cb360340b1b4c9bff4d39f5b3a49358d323244d778de3d89bc |
|    37474*|bohr    |   Sr-1∙ +   Sr-1∙ +   As-7∙ +   P-23∙ +  Kk-70ª           +      470 =>   As-7 + P-23 + Sr₂Kk(Kk-70,Sr-1,Sr-1>)                                  +     382.63 |      87.37 | metallic                     | 0xf6e39aed488043217d58d875ec83c597da844500 | 0x92de9b4588cfd4d9df3d5236b3d123607e8bdafd783e41ba93b3b4a659ac160b | 0x68553bbc88f2c244fd74ed6b4f72861c17878861d9090f37a370752a1d72bd13 |
|    37475*|bohr    |  Eb-20∙ +  Mt-34⁺                                         +     3000 =>   Pg-54                                                                  +    1277.92 |    1722.08 | nuclear                      | 0x3ba3245300d0a4f0deb84073572a97ff09659f83 | 0x0f8d8abcbde1c71242d456dcfe6fd80778d753ae1904453f8b6ab780e2ce6124 | 0xe03a6cd2f110284271a845a33d8d528ca0781ff51184a74052da593a086e96be |
|    37477*|bohr    |  Gj-10∙ +  Ct-13⁺ +  Ct-15∙ +   T-17∙ +  Yv-72ª           +      380 => ⬇ Vi-13 + Ct-15 + YvGjT(Yv-72>Gj-10,T-17)                                +     309.99 |      70.01 | chemical, decay              | 0xf6e39aed488043217d58d875ec83c597da844500 | 0x93cbb7e9a0c482270e51706db4b25ad181955d4d4456971d54713e98d2a0f024 | 0xee413fbbe3f21affcb9132874a0ad2f960c46bfe21faa6025a03d7b9890a9a36 |
|    37478*|bohr    |   Ei-4∙ +  S-102ª                                         +      300 =>   Ei-4 + P-22 + Co-80                                                    +     285.00 |      15.00 | decay                        | 0x72fe3c398c9a030b9b2be1fe1ff07701167571d4 | 0xbf11a818a5de656648ca84a31613b430699336142569c21b22080742685c2db4 | 0xc56cb71e7be9ddc195035d123e6ac9fa83f52c0be68f04316d4954662c47b8b9 |
|    37479*|bohr    |   Dz-8∙ +  Vi-13∙ +  Vi-13∙ +  Ct-17⁻ +  Cl-25⁺           +      300 =>   Dz-8 + Vi-13 + Vi-13 + T-17 + Ro-25                                    +     285.00 |      15.00 | decay                        | 0xf6e39aed488043217d58d875ec83c597da844500 | 0xf79b2660a8ee0c86fd19491e9002e9df3ab665ba56fdd8604bbeae7bea691ab3 | 0x332e1c078b1f09ab9465296b215ae4ca7bb413895e956c29801ee8b863d5eff4 |
|    37480*|bohr    |  Ct-15∙ +  Eb-19⁺ +  Cl-27∙ +  Nd-30ª +   L-51⁺           +       20 => ⬇ Ct-15 + Xj-19 + Cl-27 + Nd-30 + L-51                                   +      19.00 |       1.00 | decay                        | 0x2b24eec22866a0863067356b8ad6de9158b57e10 | 0x9df79b7cf4a5f528c19536fa51655889b3aeb6875617e17ad4623af38f2824e3 | 0xc8d4d4fad94594d352e3d1b8317d57b7ecc15f648f6f5c2173124a890c6bb8cc |
|    37482*|bohr    |   Ei-4∙ +   T-16∙ +   T-17∙ +  Xj-18∙ +  Nd-30ª           +      300 =>   Ei-4 + T-16 + T-17 + Xj-18 + Nd-30                                     +     285.00 |      15.00 | none                         | 0xf6e39aed488043217d58d875ec83c597da844500 | 0xc2b16ac48b59be797aa7e22367ce6173a33a1025991c5fbc47b5688b4c721e97 | 0x3577dd2fd057abd36533417e35371c5343818622495054a4c9259c8063e07091 |
|    37483*|bohr    |   Sr-1∙ +   As-5⁺ +   T-16∙ +  Cl-26ª +  Cl-27∙           +       20 => ⬇ Sr-1 + Ei-5 + T-16 + Cl-26 + Cl-27                                     +      19.00 |       1.00 | decay                        | 0x2b24eec22866a0863067356b8ad6de9158b57e10 | 0x6a077125812c2de30280f6f61cce61d562765954fc2260f311c7e8c5c3829696 | 0x85375c12530ae5df8ed09098e2c83579b7246d8c57854d2573032eeed105a6c5 |
|    37484*|bohr    |   Sr-1∙ +  Eb-20∙ +  Eb-21∙ +   P-23∙ +   K-31⁺           +      280 =>   Sr-1 + Eb-20 + Eb-21 + P-23 + K-31                                     +     266.00 |      14.00 | none                         | 0xf6e39aed488043217d58d875ec83c597da844500 | 0xeaae9128d5fdcf9d1fb1db6996d6c96af32e19317eecc481099789a4711e37ca | 0x2bd59c678ad49fd80b802186d8436af023237ea02bb56177597addf7a3e8e27b |
|    37485*|bohr    |  Pb-48∙ +  Pb-48∙                                         +     3000 =>   Pb-48 + Pb-48                                                          +    2850.00 |     150.00 | none                         | 0x3ba3245300d0a4f0deb84073572a97ff09659f83 | 0x2fb4598d3fbd2ad8406847517b953871ccd516484912397381dc2032b6576359 | 0xbc56e3e4539eed2406a20060d29813e0293fd52827fbba941b3c189f3a2cbd8b |
|    37486*|bohr    |  Vi-10⁺ +  Uq-47⁻                                         +     2500 =>   Qe-57                                                                  +    1611.34 |     888.66 | nuclear                      | 0x72fe3c398c9a030b9b2be1fe1ff07701167571d4 | 0xe23d7768f46b21a0cbc395b272d917e2abd41a7cfe09dde39301c382a29d10e1 | 0x95f634603d5b33a6a013eef45306bffdbe237e70747c102f4f5b536e430ae11b |
|    37487*|bohr    |   Ei-4∙ +  Xj-19∙ +  Cl-26ª +  Nd-30ª +   L-51⁺           +       20 =>   Ei-4 + Xj-19 + Cl-26 + Nd-30 + L-51                                    +      19.00 |       1.00 | none                         | 0x2b24eec22866a0863067356b8ad6de9158b57e10 | 0x7063b8be3f11225ba1e70b08fc115d7f7d059f473bcd5abb0ae84c27e0d4017f | 0x229d2ff806b51f34c36b5b5f44d1c3bde88b8b49cc51dd3d1cb67a22f9d615f2 |
|    37488*|bohr    |  Vi-11⁺ +   T-16∙ +  Ct-17⁻ +  Cl-27∙ +  Mt-35∙           +       20 =>   Gj-11 + T-16 + T-17 + Cl-27 + Mt-35                                    +      19.00 |       1.00 | decay                        | 0x2b24eec22866a0863067356b8ad6de9158b57e10 | 0xb572839768ce5422d87199c3dd235f8bd1c1b0bf3186e6392d89b4c45d0cfa3a | 0x368bfed7dc8440cf8be341045aa3c2a2ca877614bcfb91d3fd3d75fad152cdb1 |
|    37489*|bohr    |   P-21⁺ +  Mt-32⁺                                         +     3000 => ⬇ Pg-53                                                                  +    1773.17 |    1226.83 | decay, nuclear               | 0x3ba3245300d0a4f0deb84073572a97ff09659f83 | 0x521cc57acb06f82c0b71cfc3acd8f25d0c52a2e89d3489d4fb4b85166a842908 | 0x7ad769569bf10b2a2411678e24a01974c642d2ea1790335037a96719e5586eff |
|    37490*|bohr    |  Xj-18∙ +  Uq-47⁻                                         +     2500 =>   Ai-65                                                                  +     651.29 |    1848.71 | nuclear                      | 0x72fe3c398c9a030b9b2be1fe1ff07701167571d4 | 0x7557dd23cc82285683a9fac7b213b8c57f5c64419903333e01970d50c3797c9f | 0x47479235875940c11cd2314bc7ca3f161795c2d913286973c8d43aec3656e625 |
|    37491*|bohr    |   Sr-2∙ +   Sr-2∙ +   Sr-2∙ +   Sr-2∙ +   Sr-2∙           +       20 =>   Sr₅(Sr-2,Sr-2,Sr-2,Sr-2,Sr-2>)                                         +       9.48 |      10.52 | metallic                     | 0x2b24eec22866a0863067356b8ad6de9158b57e10 | 0x146efa1cd1b44ef58e20cc49a050677c67fc9bcad0fb37393f8b5df138cbb0b1 | 0x7ef8028a2fbbc046cf4baadcbdc3622c65301abb4f4e5b5fbb53edb37b61e8d5 |
|    37493*|bohr    |   T-15⁺ +  Uq-47⁻                                         +     2500 =>   Ns-62                                                                  +    1185.34 |    1314.66 | nuclear                      | 0x72fe3c398c9a030b9b2be1fe1ff07701167571d4 | 0xff3c84849a6f1e287f816d9449a145a7b3b4d5f1363ab293af4effd00fd2abb5 | 0x33b2b9764344a18eb5c61aebaf404fd89236dc128134ec3d6b4031db44cc6e0f |
|    37494*|bohr    |   As-7∙ +  Gj-10∙ +  Vi-13∙ +  Eb-20∙ +   K-31⁺           +     2800 =>   As-7 + Gj-10 + Vi-13 + Eb-20 + K-31                                    +    2660.00 |     140.00 | none                         | 0xf6e39aed488043217d58d875ec83c597da844500 | 0xe645a0aa00bdd1ba72d2bf074ef4f1983e5924c773cbea7a988b1bf4ab9340ba | 0x2d3cd376c0329e9ec7091bf42c7539c3300ed17c7f2dc5b8b4a90e15c4e9949e |
|    37495*|bohr    |   Ei-4∙ +  Mt-34⁺                                         +     3000 =>   Dx-38                                                                  +    2104.30 |     895.70 | nuclear                      | 0x3ba3245300d0a4f0deb84073572a97ff09659f83 | 0x4149f58efc28668991e19346416e2438a7847e02aa24a7b3fe122cb9d88b4c48 | 0xaf033a92d702611a0d31654ccdaf071f1d354ae072f3036562381508633daa7c |
|    37496*|bohr    |   Ei-5∙ +  Ct-15∙ +  Ro-23ª +  Cl-26ª +  Wy-50∙           +     2700 =>   Sr-1 + P-22 + Wy-50 + ClEiCt(Cl-26,Ei-5>Ct-15)                         +    2539.35 |     160.65 | chemical, decay              | 0xf6e39aed488043217d58d875ec83c597da844500 | 0xd690243253e3e4378e2557a309b912931d21b9402db28b6b4a6a6bb06a5fefc4 | 0x5f78a461b2ea4eee3e187a4f860de7f224bde2fa6c5bd311f9d8906850a035d4 |
|    37498*|bohr    |   Sr-2∙ +  Ct-15∙ +   T-17∙ +  Xj-17⁺ +  Wy-50∙           +     2500 => ⬇ Sr-2 + Ct-15 + T-17 + T-17 + Wy-50                                     +    2375.00 |     125.00 | decay                        | 0xf6e39aed488043217d58d875ec83c597da844500 | 0x1b266ac2b2e3c4c8eb91444d01834e05a5a289e12e248c2ace3c448692f6da4b | 0x3c4e9253c0c039b1e0b54b46cc226934c9f008e6fb74926962095e3e30750ca9 |
|    37499*|bohr    |  Vi-11⁺ +  Kk-71ª                                         +     4000 =>   W-82                                                                   +    2568.70 |    1431.30 | nuclear                      | 0x72fe3c398c9a030b9b2be1fe1ff07701167571d4 | 0x8f06d38829c337ff4486defe03900721109ef05df9d98a5476fa1f0810c8472c | 0x54b95e95f5fd1a06bc70deca597cf318381e4ebdfd502b2a146b7410cb9f2245 |
|    37500*|bohr    |   Sr-1∙                                                   +      400 =>   Sr-1                                                                   +     380.00 |      20.00 | none                         | 0x2b24eec22866a0863067356b8ad6de9158b57e10 | 0x2e4e655f900b14d8cf36105540ba36ae9a2aff41001dfbf1bb1b7bc2ec13467f | 0x2f2bbee71c955fefbdaabead963377ad73ceba4d1839a6b95e164c3a619f9f4b |
|    37501*|bohr    |   Sr-1∙ +   As-7∙ +   P-23∙ +  Cl-25⁺ +  Uq-47⁻           +     2400 => ⬇ P-23 + Ro-25 + SrAsUq(As-7,Sr-1>Uq-47)                                 +    2253.67 |     146.33 | chemical, decay              | 0xf6e39aed488043217d58d875ec83c597da844500 | 0xf0ebb1bc21ea7309aed16081a0e7d9bf59ab9a917ffc28f43786dd2a748bfbca | 0x38fa6b42897c2c361d3dffbd3b1c4ca1924e6b30aaafa79cb2c60cd33811e18e |
|    37502*|bohr    |   Sr-2∙ +  Ct-15∙ +  Xj-18∙ +  Eb-20∙ +  Gy-67ª           +     2300 =>   Ct-15 + Xj-18 + Eb-20 + SrGy(Gy-67,Sr-2>)                              +    2125.44 |     174.56 | metallic                     | 0xf6e39aed488043217d58d875ec83c597da844500 | 0xcb6ab6bdf4b02c80da33bc690b9d43187a7797761caf037baa5d2a9aae669092 | 0x409b36a995751645ef7b73ca1f1898d3939991515f06208483930b8e236fb94d |
|    37503*|bohr    |   Dz-9∙ +   L-51⁺                                         +     3000 =>   C-60                                                                   +    1638.04 |    1361.96 | nuclear                      | 0x3ba3245300d0a4f0deb84073572a97ff09659f83 | 0xd2b55ce83667f394ec9e077009d7ff633a20aba2279756d990a106d75e55e1eb | 0x9de091517fb6c5edd72c9e9a166404c264baeac1e59e5d5cfacbbc51c05f5cb5 |
|    37504*|bohr    |  Gj-11∙ +  Kk-71ª                                         +     4000 =>   Co-82                                                                  +    2215.97 |    1784.03 | nuclear                      | 0x72fe3c398c9a030b9b2be1fe1ff07701167571d4 | 0x1a364a5566e8b8de02da952331f0d0d41d787bb6126cd57289606de68ca014d6 | 0x9f8a0eadeb2c3fc2529f2e818ce7144b1f0652fea54f59634d944729eaef3e5e |
|    37505 |bohr    |   Sr-1∙                                                   +      400 =>   Sr-1                                                                   +     380.00 |      20.00 | none                         | 0x2b24eec22866a0863067356b8ad6de9158b57e10 | 0x986e67aae24bc110bcc83dc65503f0d3e0734e7ddd56d146d2493aa40932a329 | 0x9814eeecd472b5a605ed6fe6069dc83c1955b44659a3e8690f7328b129c8d64f |
|    37506*|bohr    |  Vi-13∙ +  Ct-15∙ +  Eb-20∙ +   P-22⁺ +   P-23∙           +     2100 => ⬇ Vi-13 + Ct-15 + Eb-20 + Eb-22 + P-23                                   +    1995.00 |     105.00 | decay                        | 0xf6e39aed488043217d58d875ec83c597da844500 | 0xa511b66f975377aa28baf5b9caa284ff9942e3896c6188366b497907da29f16f | 0x51d2c753fb984521802892c1b6a013a6e9036fa21d1e2ad031c7571130a65005 |
|    37507 |bohr    |   Sr-1∙                                                   +      400 =>   Sr-1                                                                   +     380.00 |      20.00 | none                         | 0x2b24eec22866a0863067356b8ad6de9158b57e10 | 0x9536b40f5c7fd54e4bf1dddeca99919da383c56755012331ec5b8983b22c6c23 | 0xd234bb09dc9271f3e7159ba1496860155c7fa5ef47ee9899b305207f9cfd5e01 |
|    37508*|bohr    |  Ct-15∙ +  Kk-71ª                                         +     4000 =>   Lx-86                                                                  +    1841.38 |    2158.62 | nuclear                      | 0x72fe3c398c9a030b9b2be1fe1ff07701167571d4 | 0xbcdf87aa76ecfa3a8371fb5ad22ce2ee4be7e5928e050251e3774cb357004102 | 0xabc96238c33846ce0a62e44dae2355be1d4f5c573a70550276acc418c99fd953 |
|    37509*|bohr    |  Eb-22∙ +  Ro-25∙ +  Ro-25∙ +  Cl-27∙ +  Kk-71ª           +     2000 =>   Eb-22 + ClRo₂Kk(Cl-27,Kk-71,Ro-25,Ro-25>)                              +    1768.72 |     231.28 | metallic                     | 0xf6e39aed488043217d58d875ec83c597da844500 | 0xfd01cc172ea781f0a23b0e885561349f6e4ee364b5ca1101f91a63541f7ad8f9 | 0x33bd59bfd9bc27c4d5acbfd62ab77af0a3ff393128c138dc8df2610e18b33a4b |
|    37510*|bohr    |   T-16∙ +  Kk-71ª                                         +     4000 =>   N-87                                                                   +    1688.12 |    2311.88 | nuclear                      | 0x72fe3c398c9a030b9b2be1fe1ff07701167571d4 | 0x97ef24893cb4524935e4b50a6408cf62fa132b2be311560c40ae5dc2b0d6572f | 0xabc96238c33846ce0a62e44dae2355be1d4f5c573a70550276acc418c99fd953 |
|    37511 |bohr    |   Sr-1∙                                                   +      400 =>   Sr-1                                                                   +     380.00 |      20.00 | none                         | 0x2b24eec22866a0863067356b8ad6de9158b57e10 | 0xdd1cb177f6c25c0706c71e803400db6bf80d5e2b02a27a7bd5c548876a75ba35 | 0xad89954ac7a8dd57bd05a480b4113c231495bcf74920addb6af900fb481d9090 |
